#,Brand,Industry,Times Advertised,Unique Profiles,Decision Maker,Role,Email,Influencer1,Role,Email,Influencer2,Role,Email,Influencer3,Role,Email,Influencer4,Role,Email,Variants Merged,All Variants
4532.0,Geyer,Electronics,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4533.0,Giant Loop,Automotive,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4534.0,Giorgio Boutique,Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4535.0,Floral Creations by Diana Lina,Floral Design/Event Decor,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4536.0,Fresh Moon,Beauty,5.0,4.0,,,,,,,,,,,,,,,,1.0,
4537.0,Global Wealth,Finance,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4538.0,Inaki Lamua Spanish Lessons,Education,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4539.0,Inizio,Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4540.0,Ioannou Stores,Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4541.0,Ioli Chiotini Studio,Interior Design,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4542.0,Ios All Inn,Travel,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4543.0,Kudu Coffee,Food,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4544.0,Kyklos by Elena Lenou,Beauty,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4545.0,IRONMAN,Sports,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4546.0,Hypnote Jewelry,Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4547.0,ICPS College,Education,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4548.0,ifos fashion,Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4549.0,Fraoules,Entertainment,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4550.0,Fashion Lookbook Boutique,Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4551.0,Fedra Tales by Maria Theodoridou,Fashion,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4552.0,Foody,Food Delivery,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4553.0,Feliway,Pet,5.0,4.0,,,,,,,,,,,,,,,,1.0,
4554.0,Ferto,Fashion,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4555.0,Fesdiet,Health & Nutrition,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4556.0,Fight Box Athens,Fitness,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4557.0,Filmareto Video Editing Academy,Education,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4558.0,Eurocosm,Construction,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4559.0,EVIOL,Health,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4560.0,Fitpal meals,Food,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4561.0,Haralas,Fashion,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4562.0,Haris Alexiou,Music,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4563.0,Glossy,Beauty,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4564.0,Harmony Therapy Center,Health,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4565.0,Harry Styles,Music,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4566.0,K18 Biomimetic Hairscience,Beauty,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4567.0,Kakuru Jewelry,Jewelry,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4568.0,Heel Athens Lab,Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4569.0,Greek Chic Handmades,Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4570.0,Gruppe Design Wise,Art,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4571.0,Gustaf Westman,Design,5.0,4.0,,,,,,,,,,,,,,,,1.0,
4572.0,Hada Labo Tokyo,Beauty,5.0,4.0,,,,,,,,,,,,,,,,1.0,
4573.0,Hall of Brands,Fashion,5.0,4.0,,,,,,,,,,,,,,,,1.0,
4574.0,Giorgos Sabanis,Music,5.0,4.0,,,,,,,,,,,,,,,,1.0,
4575.0,Gkiza Clinic,Dentistry,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4576.0,Happy Life Planners,Lifestyle,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4577.0,Harmony,Beauty,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4578.0,Define,Activewear,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4579.0,Delta Air Lines,Airline,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4580.0,Cotton Green,Fashion,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4581.0,Cotton Prince,Art / Gifts / Home Decor,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4582.0,Dexamenes Seaside Hotel,Hospitality,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4583.0,Creating Stories,Art & Toys,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4584.0,Creations for You,Gifts & Lifestyle,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4585.0,Creta Maris Resort,Hospitality,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4586.0,Cretan Gastronomy,Cooking,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4587.0,CTC Restaurant,Food,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4588.0,Claire's,Fashion,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4589.0,Cocomo Swimsuits,Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4590.0,Baron Fashion,Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4591.0,Coinbux,Financial Technology,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4592.0,Comiyou Labs,Beauty,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4593.0,Constasy,Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4594.0,Cosa Nostra Fresca Pasta,Restaurant / Food Service,5.0,4.0,,,,,,,,,,,,,,,,1.0,
4595.0,Cosori,Home / Kitchen Appliances,5.0,4.0,,,,,,,,,,,,,,,,1.0,
4596.0,Chic Glamorous,Beauty,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4597.0,Chicken Queen,Fast Food Restaurant,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4598.0,Crats,Food,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4599.0,Bruncho,Food,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4600.0,Diomidis Pharmacy,E-commerce / Retail Pharmacy,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4601.0,Dirollo,Dairy,5.0,4.0,,,,,,,,,,,,,,,,1.0,
4602.0,Dish of the Day,Food,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4603.0,DiSU,Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4604.0,Dandan Jewels,Art & Jewelry,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4605.0,Choureal,Food,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4606.0,BTG Design,Fashion,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4607.0,Buddah Jewels,Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4608.0,Burton,Sports,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4609.0,BYROKKO,Beauty,5.0,4.0,,,,,,,,,,,,,,,,1.0,
4610.0,Cake My Day,Bakery / Confectionery,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4611.0,Boulgaris,Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4612.0,Boutique 88 Santorini,Travel,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4613.0,Candy Candles,Home,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4614.0,Box Pharmacy,Beauty & Health Retail,5.0,4.0,,,,,,,,,,,,,,,,1.0,
4615.0,BoyleSports,Gambling,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4616.0,Bozzeña Fashion,Retail,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4617.0,Breakamove,Dance Studio / Fitness,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4618.0,Dave's Hot Chicken,Fast Food / Restaurant,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4619.0,BLU,Consumer Electronics,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4620.0,Bluebell Clothing,Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4621.0,BRWNE,Beauty,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4622.0,Di Lien,Food,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4623.0,Diafani Agapi,Entertainment,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4624.0,Digio Parfumerie,Beauty,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4625.0,Digital Masterclass,Education,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4626.0,Dimstel,Home,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4627.0,Dr. Nodas Kapositas,Beauty,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4628.0,Dr. Zafeiriou,Healthcare & Wellness,5.0,4.0,,,,,,,,,,,,,,,,1.0,
4629.0,Bruno Coffee Stores,Food,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4630.0,DanEri Yachts,Luxury,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4631.0,Daphnis and Chloe,Food,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4632.0,Bro Crepa,Food / Restaurant,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4633.0,EL MADAME,Fashion,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4634.0,FMS stores,Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4635.0,Foltene,Beauty,5.0,4.0,,,,,,,,,,,,,,,,1.0,
4636.0,Electrocycle GR / Ανακύκλωση Συσκευών Α.Ε.,Environmental Services / Recycling,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4637.0,Dromos 89.8 FM,Entertainment,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4638.0,DUO,Beauty,5.0,4.0,,,,,,,,,,,,,,,,1.0,
4639.0,Dynasty Group Athens,Entertainment,5.0,4.0,,,,,,,,,,,,,,,,1.0,
4640.0,e-oro.gr,Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4641.0,e-snacks.gr,Food,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4642.0,Domaine Sigalas,Food,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4643.0,Don Blue Yachting,Travel,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4644.0,Eikones by Tasos Dousis,Entertainment,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4645.0,ERA Department Stores,Fashion & Retail,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4646.0,Dr. C Clinic,Aesthetics / Medical Services,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4647.0,Dr. Chantes Plastic Surgeon,Beauty,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4648.0,Dr. Dimitris Tzeferakos,Health,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4649.0,Dr. Korina Tzima,Beauty,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4650.0,DM (Drogerie Markt),Retail,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4651.0,DNA Centers,Beauty,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4652.0,Dream Wedding Shop,Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4653.0,DockATot,Baby Products,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4654.0,Documento,Entertainment,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4655.0,Dodekanisos Seaways,Maritime Transportation,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4656.0,Dokidoki Cosplay,Apparel,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4657.0,Dolce Shoes,Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4658.0,Bioland,Health and Wellness Distribution,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4659.0,Dr. Brown's,Baby Feeding,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4660.0,Ermina Kass,Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4661.0,Do Fun Do,Lifestyle,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4662.0,Cheyenne Tattoo Equipment,Art,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4663.0,Chelidonia Luxury Suites,Luxury Travel / Hospitality,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4664.0,Carré Evosmos,Food & Beverage,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4665.0,Caravel Travel,Travel Agency / Tourism,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4666.0,Candy Cat,Food,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4667.0,Cocoon Suites,Hospitality,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4668.0,CKD Guaranteed,Beauty,5.0,4.0,,,,,,,,,,,,,,,,1.0,
4669.0,Cine PARIS,Entertainment,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4670.0,Ciel Concept,Fashion,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4671.0,Christina Soubli,Jewelry,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4672.0,Chris Tattooer,Art,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4673.0,El Burro Mykonos,Entertainment,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4674.0,Beluga Party Restobar,Entertainment,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4675.0,ayfel,Music,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4676.0,AULA,Computer Hardware / Gaming Peripherals,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4677.0,Beauty Pin The Lab Edition,Beauty,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4678.0,Beauty Myth,Beauty,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4679.0,Beauty Harmony Spa,Beauty,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4680.0,be quiet!,Computer Hardware,5.0,4.0,,,,,,,,,,,,,,,,1.0,
4681.0,Dentyne,Food,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4682.0,Dercos,Beauty / Cosmetics,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4683.0,Battlenet Gaming Stations,Gaming,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4684.0,eis_eauton,Self-Improvement,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4685.0,Ekiben Kitchen,Food,5.0,4.0,,,,,,,,,,,,,,,,1.0,
4686.0,EL Beauty,Beauty,5.0,4.0,,,,,,,,,,,,,,,,1.0,
4687.0,Dinosauria Park,Entertainment,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4688.0,Make Video Greece,Education & Business Services,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4689.0,Marvel Studios,Entertainment,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4690.0,Makenzy,Fashion,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4691.0,MAKRIS,Fashion,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4692.0,Maloutas & Partners,Finance,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4693.0,Mamalouka,Food,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4694.0,Mamy Blue,Food / Restaurant,5.0,4.0,,,,,,,,,,,,,,,,1.0,
4695.0,Lydia's Jewels,Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4696.0,Mad Radio 106.2,Entertainment,5.0,4.0,,,,,,,,,,,,,,,,1.0,
4697.0,Marea Sea Spirit,Food,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4698.0,MELS,Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4699.0,Memories My Event Planner,Event Planning,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4700.0,Il Borgo,Food,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4701.0,Mercato,Food,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4702.0,Mercedes-AMG,Automotive,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4703.0,Nikolas Villiotis,Beauty,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4704.0,Nioxin,Beauty,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4705.0,MeT cosmetic,Beauty & Aesthetics,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4706.0,Big Nick,Fast Food / Restaurant,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4707.0,bFlex,Bicycles / Electric Bikes,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4708.0,Bestie Premium Activewear,Apparel,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4709.0,Blueberry Fashion,Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4710.0,Bellapierre,Beauty,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4711.0,Before & After Salon by Nikos Nikolaidis,Beauty,5.0,4.0,,,,,,,,,,,,,,,,1.0,
4712.0,Bloom.itas,DIY,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4713.0,Meloh Style,Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4714.0,Menipharm,Health,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4715.0,Liposomae,Beauty,5.0,4.0,,,,,,,,,,,,,,,,1.0,
4716.0,Little Flowers,Baby & Toddler Clothing,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4717.0,Little Miss Grumpy,Art,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4718.0,Labuchoc,Confectionery,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4719.0,Lady Showroom,Fashion,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4720.0,Lola Casademunt,Fashion,5.0,4.0,,,,,,,,,,,,,,,,1.0,
4721.0,Medouli,Food / Restaurant,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4722.0,MEER Jewelry,Fashion,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4723.0,Meisani,Beauty,5.0,4.0,,,,,,,,,,,,,,,,1.0,
4724.0,Meli Daskalaki,Food,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4725.0,Melidonia Suites Santorini,Travel,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4726.0,Mombby,Apparel,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4727.0,Montana Imittos,Food & Beverage / Hospitality,5.0,4.0,,,,,,,,,,,,,,,,1.0,
4728.0,Mairiboo,Fashion,5.0,4.0,,,,,,,,,,,,,,,,1.0,
4729.0,Masazaki,Beauty,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4730.0,Massage Ritual,Beauty & Wellness,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4731.0,Maya Zoulovits,Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4732.0,Mazz.gr,Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4733.0,MC Shop Fashion,Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4734.0,Mar-Bella Collection,Luxury Hotels & Resorts,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4735.0,Maraïs Athens,Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4736.0,MediCosmetic,Beauty,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4737.0,Maria Dinamiss,Music,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4738.0,Maria Kotsona Shoes,Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4739.0,Marie Brizard,Alcoholic Beverages,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4740.0,Marisia Nutrihealth,Health,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4741.0,Market24.gr,Business,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4742.0,biketoys.gr,Baby Products,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4743.0,Milos Paradise Villas,Luxury Travel & Hospitality,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4744.0,Miro Miro Hair,Beauty,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4745.0,My Kouzina,Food & Beverage,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4746.0,Mizuno,Fashion,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4747.0,MK Kamataki Beauty Expert,Beauty,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4748.0,MODO DI VITA,Fitness,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4749.0,Molon Lave,Food / Olive Oil,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4750.0,Molto,Food,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4751.0,Merianou Salon,Beauty,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4752.0,Mesauda,Beauty,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4753.0,MOOD,Beauty / Hair Care,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4754.0,METALEASE,Business,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4755.0,Block Pizza,Food,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4756.0,Mikres Kyklades,Food / Hospitality,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4757.0,Mikri Ollandeza,Art,5.0,4.0,,,,,,,,,,,,,,,,1.0,
4758.0,Milokleftis,Alcoholic Beverages,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4759.0,Anixneytes Kyritsis,Business,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4760.0,Arena,Sporting Goods,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4761.0,Miss Pinky,Fashion,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4762.0,OG Market,Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4763.0,Okupa,Fitness / Gym,5.0,4.0,,,,,,,,,,,,,,,,1.0,
4764.0,Olicatessen,Food,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4765.0,Olivar Padel Club,Sports,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4766.0,Olympic Corner,Jewellery,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4767.0,Pretty Little Secrets,Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4768.0,Proper Pizza,Food,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4769.0,Mey,Beauty,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4770.0,Black Donkey Clothing,Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4771.0,BiWood,Art,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4772.0,Biologique Recherche,Beauty,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4773.0,Boutique Party Shop,Event Planning & Party Supplies,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4774.0,Damoda Stories,Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4775.0,Cynelia Beauty,Beauty,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4776.0,Botox,Beauty,5.0,4.0,,,,,,,,,,,,,,,,1.0,
4777.0,Bonbonniere Mykonos,Entertainment,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4778.0,Bomeli Jewels,Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4779.0,Bodega Live Experience,Entertainment,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4780.0,Bode Agency,Business,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4781.0,Armaos Home,Home,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4782.0,ME Kolonaki,Food,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4783.0,Mudiro,Automotive Accessories,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4784.0,ANMA Jewellery,Jewelry,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4785.0,My Little World,DIY (Do It Yourself),5.0,1.0,,,,,,,,,,,,,,,,1.0,
4786.0,MYACOLLECTION,Fashion,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4787.0,Mykonos Island Best,Travel,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4788.0,Mykonos Transportation,Travel,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4789.0,Mykonos VIP,Travel,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4790.0,Paraphernalia,Home / Lifestyle,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4791.0,Parex,Fashion,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4792.0,Mythess.gr,Food,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4793.0,Morris Appliances,Consumer Electronics / Home Appliances,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4794.0,Moto Guzzi,Automotive,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4795.0,Moto Tsivgoulis Performance,Automotive,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4796.0,Mpam FC,Entertainment,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4797.0,Medi Jeunesse,Beauty,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4798.0,Kalogeropoulos Shoes,Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4799.0,Kangoo Jumps,Fitness,5.0,4.0,,,,,,,,,,,,,,,,1.0,
4800.0,Karabola,Food,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4801.0,Karak Jewelry,Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4802.0,Kararbo,Beauty,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4803.0,Jeremyology,Entertainment,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4804.0,Jm Kids Greece,Children's Fashion,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4805.0,Kate Theo Makeup,Beauty,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4806.0,Juicy Grill,Food / Restaurant,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4807.0,Just Claying,Art,5.0,4.0,,,,,,,,,,,,,,,,1.0,
4808.0,Just Toys,Entertainment,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4809.0,K Beauty the Brand,Beauty,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4810.0,Limitless Furniture,Home,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4811.0,Irina's Workshop,Fashion,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4812.0,Iris Galerie,Art,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4813.0,KALKO ELECTRIC APPLIANCES,Electric Appliances,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4814.0,Isalos.net,Business,5.0,1.0,,,,,,,,,,,,,,,,1.0,
4815.0,Isntree,Beauty,5.0,4.0,,,,,,,,,,,,,,,,1.0,
4816.0,Isola Seaside Restaurant,Food,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4817.0,Itsonly,Entertainment,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4818.0,Jamie Oliver Kitchen,Food,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4819.0,Imiskoumbria,Entertainment,5.0,3.0,,,,,,,,,,,,,,,,1.0,
4820.0,iMOVE,Technology / Transport,5.0,2.0,,,,,,,,,,,,,,,,1.0,
4821.0,Joyskin,Beauty,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4822.0,Le Relais de l'Entrecôte,Food,5.0,5.0,,,,,,,,,,,,,,,,1.0,
4823.0,Leafy,Food,5.0,5.0,,,,,,,,,,,,,,,,1.0,
